Account_id,Name,Channel,Timestamp,Credit/Debit,Amount
1203424,DMP,online,4/17/2013,C,$32
1203425,MQ;,mobile,4/14/2012,D,$26
1203426,OO9,mobile,2/19/2012,C,$37
1203427,LPB,online,6/25/2012,D,$44
1203428,DP;,mobile,4/27/2013,C,$20
1203429,<R4,branch,11/28/2014,C,$49
1203430,QV5,mobile,2/3/2014,C,$33
1203431,3QU,mobile,11/25/2014,D,$12
1203432,8FU,online,9/28/2012,D,$48
1203433,;<=,mobile,1/2/2014,C,$11
1203434,U1S,branch,11/19/2013,D,$13
1203435,:2O,mobile,4/11/2013,C,$20
1203436,DCA,mobile,12/17/2013,C,$19
1203437,7/-,mobile,1/6/2014,D,$39
1203438,;GO,online,10/6/2012,C,$14
1203439,X@Q,online,9/17/2013,D,$28
1203440,>B:,online,1/25/2014,C,$39
1203441,:1E,online,6/5/2014,C,$20
1203442,5?T,mobile,2/8/2014,C,$6
1203443,1SJ,mobile,5/10/2013,D,$19
1203444,Z>R,online,9/15/2013,C,$47
1203445,<Z@,mobile,11/7/2014,C,$33
1203446,FP2,branch,5/23/2013,D,$15
1203447,SQP,mobile,7/22/2014,C,$45
1203448,EBP,mobile,8/2/2012,D,$16
1203449,J6C,mobile,6/9/2012,C,$26
1203450,YA0,online,7/22/2013,C,$46
1203451,CE2,online,1/15/2014,C,$1
1203452,=;0,online,7/19/2014,D,$23
1203453,G>C,online,7/28/2014,D,$45
1203454,FNC,mobile,1/12/2014,C,$10
1203455,.L8,mobile,1/2/2012,D,$26
1203456,AO1,online,2/3/2013,C,$8
1203457,L?U,mobile,7/3/2012,C,$25
1203458,4AT,branch,7/20/2013,D,$14
1203459,883,mobile,11/23/2014,C,$12
1203460,OSQ,mobile,3/4/2013,D,$45
1203461,VM:,online,7/11/2013,C,$42
1203462,HTP,mobile,6/3/2014,C,$11
1203463,E?S,branch,10/13/2012,C,$44
1203464,.K-,mobile,1/17/2012,D,$8
1203465,<UF,mobile,7/27/2012,C,$18
1203466,GSO,mobile,8/2/2013,C,$34
1203467,1HQ,online,12/26/2014,D,$20
1203468,I9;,online,2/7/2013,C,$42
1203469,9YG,online,7/22/2014,D,$9
1203470,6S1,online,11/27/2013,C,$25
1203471,E<M,mobile,12/7/2012,C,$14
1203472,-FJ,mobile,7/23/2013,C,$28
1203473,/W=,online,4/7/2012,D,$14
1203474,KN:,mobile,10/12/2014,D,$41
1203475,YY4,branch,6/28/2012,C,$6
1203476,M39,mobile,1/20/2012,D,$14
1203477,QZC,mobile,1/24/2014,C,$20
1203478,3I7,mobile,1/22/2012,C,$5
1203479,RX7,online,2/19/2012,D,$35
1203480,GQU,online,10/14/2012,C,$10
1203481,:XG,online,6/1/2013,D,$37
1203482,4?Y,online,3/17/2013,C,$20
1203483,P@1,mobile,3/22/2014,C,$30
1203484,STW,mobile,3/6/2012,C,$46
1203485,AMG,online,7/10/2013,D,$47
1203486,PY@,mobile,2/16/2013,C,$45
1203487,B74,branch,10/23/2014,C,$21
1203488,NE<,mobile,2/27/2013,D,$17
1203489,ATP,mobile,11/5/2013,C,$49
1203490,2B>,online,6/26/2012,D,$32
1203491,0JE,mobile,2/22/2012,C,$11
1203492,>Y>,branch,12/12/2012,C,$25
1203493,<2W,mobile,5/9/2013,C,$5
1203494,B3Y,mobile,12/8/2014,D,$21
1203495,=SB,mobile,5/7/2013,D,$2
1203496,Z2E,online,11/22/2014,C,$20
1203497,RTW,online,6/27/2014,D,$22
1203498,BP/,online,4/9/2012,C,$17
1203499,DUK,online,1/20/2012,C,$49
1203500,LPW,mobile,9/12/2013,D,$23
1203501,Y=9,mobile,4/23/2014,C,$29
1203502,AD<,online,3/5/2012,D,$20
1203503,=I<,mobile,3/11/2014,C,$16
1203504,3<J,branch,8/16/2012,C,$1
1203505,</O,mobile,6/10/2012,C,$6
1203506,CH:,mobile,3/11/2014,D,$5
1203507,YPP,mobile,4/8/2012,C,$11
1203508,2/4,online,8/22/2014,C,$12
1203509,XP-,online,11/24/2012,D,$46
1203510,--S,online,7/11/2012,C,$8
1203511,M9@,online,1/9/2013,D,$50
1203512,FU:,mobile,7/20/2014,C,$49
1203513,U;J,mobile,1/18/2013,C,$26
1203514,020,online,2/2/2012,C,$39
1203515,B6>,mobile,7/5/2014,D,$49
1203516,2T.,branch,8/26/2012,D,$30
1203517,<1>,mobile,12/26/2012,C,$50
1203518,WX7,mobile,7/5/2012,D,$23
1203519,/70,online,11/19/2012,C,$25
1203520,9H@,mobile,10/26/2013,C,$9
1203521,522,branch,10/2/2013,D,$46
1203522,BWT,mobile,10/1/2012,C,$7
1203523,D:/,mobile,11/16/2012,D,$1
1203524,/>6,mobile,8/24/2014,C,$14
1203525,=1H,online,7/22/2013,C,$30
1203526,ABX,online,9/11/2012,C,$38
1203527,@:3,online,1/18/2014,D,$5
1203528,:CD,online,11/27/2014,C,$33
1203529,=/U,mobile,5/9/2013,C,$25
1203530,NUU,mobile,1/16/2013,D,$24
1203531,9N0,online,9/19/2014,C,$12
1203532,2B/,mobile,10/3/2013,D,$32
1203533,IAA,branch,3/22/2012,C,$39
1203534,:W<,mobile,11/20/2013,C,$15
1203535,;C-,mobile,6/7/2013,C,$39
1203536,NM;,mobile,4/8/2013,D,$37
1203537,G>=,online,5/20/2012,D,$22
1203538,E;W,online,3/7/2014,C,$20
1203539,S70,online,5/18/2014,D,$7
1203540,-A5,online,4/10/2013,C,$42
1203541,US?,mobile,9/23/2013,C,$25
1203542,-SL,mobile,10/6/2013,D,$28
1203543,.5<,online,4/19/2013,C,$20
1203544,CLH,mobile,10/17/2012,D,$43
1203545,@>K,branch,10/26/2014,C,$39
1203546,G7B,mobile,7/7/2012,C,$33
1203547,F-/,mobile,3/17/2014,C,$38
1203548,3>C,online,9/25/2013,D,$9
1203549,SM;,mobile,5/3/2012,C,$48
1203550,RXL,branch,6/3/2013,C,$22
1203551,Z<I,mobile,9/19/2012,D,$34
1203552,PV:,mobile,3/22/2014,C,$36
1203553,CGT,mobile,11/10/2014,D,$5
1203554,7B;,online,10/11/2013,C,$2
1203555,DJA,online,4/19/2013,C,$47
1203556,/4@,online,1/14/2013,C,$5
1203557,70Z,online,9/3/2012,D,$43
1203558,@G?,mobile,1/12/2013,D,$44
1203559,Y7.,mobile,2/4/2014,C,$31
1203560,/5A,online,9/14/2014,D,$40
1203561,PS/,mobile,6/11/2014,C,$14
1203562,03D,branch,10/3/2014,C,$45
1203563,LE?,mobile,8/12/2014,D,$19
1203564,TU3,mobile,8/6/2012,C,$28
1203565,H:D,mobile,1/10/2013,D,$7
1203566,KBD,online,12/25/2012,C,$45
1203567,G2X,online,4/9/2014,C,$22
1203568,6.>,online,9/12/2012,C,$39
1203569,C6T,online,7/20/2012,D,$47
1203570,=@P,mobile,5/6/2014,C,$34
1203571,P/P,mobile,12/7/2012,C,$25
1203572,OST,online,5/2/2014,D,$42
1203573,V16,mobile,7/17/2013,C,$10
1203574,R9S,branch,6/8/2012,D,$35
1203575,H.O,mobile,1/17/2013,C,$17
1203576,-9L,mobile,12/28/2013,C,$15
1203577,JQH,online,9/25/2014,C,$22
1203578,56U,mobile,5/9/2012,D,$27
1203579,=0-,branch,11/28/2014,D,$12
1203580,PR4,mobile,3/4/2012,C,$47
1203581,-5E,mobile,1/9/2013,D,$2
1203582,TN2,mobile,3/5/2012,C,$25
1203583,XL<,online,11/10/2012,C,$48
1203584,Y82,online,4/17/2012,D,$44
1203585,>X:,online,11/2/2012,C,$24
1203586,:J<,online,4/1/2012,D,$18
1203587,-:Z,mobile,4/10/2012,C,$50
1203588,:MC,mobile,8/19/2013,C,$38
1203589,JQ9,online,6/21/2014,C,$21
1203590,R;/,mobile,2/28/2013,D,$9
1203591,<H.,branch,6/16/2012,C,$13
1203592,GIU,mobile,5/25/2014,C,$31
1203593,2;/,mobile,8/1/2014,D,$12
1203594,>9V,mobile,10/21/2014,C,$13
1203595,0IH,online,4/6/2012,D,$30
1203596,3K<,online,2/16/2013,C,$45
1203597,82Q,online,6/16/2013,C,$43
1203598,T77,online,2/5/2013,C,$39
1203599,EMG,mobile,1/7/2012,D,$20
1203600,X0Q,mobile,8/8/2012,D,$33
1203601,5Y8,online,7/15/2012,C,$41
1203602,VLB,mobile,5/15/2013,D,$45
1203603,N0O,branch,6/13/2012,C,$34
1203604,ROS,mobile,4/6/2013,C,$36
1203605,Q.6,mobile,11/8/2014,D,$11
1203606,<W7,online,5/26/2012,C,$10
1203607,Q-Z,mobile,12/9/2014,D,$1
1203608,@0V,branch,8/6/2012,C,$29
1203609,9L?,mobile,12/17/2013,C,$15
1203610,@U=,mobile,7/17/2014,C,$10
1203611,1O@,mobile,12/9/2013,D,$47
1203612,A;3,online,2/24/2013,C,$48
1203613,G0P,online,7/21/2012,C,$29
1203614,YFK,online,7/26/2012,D,$37
1203615,F2Q,online,3/23/2012,C,$49
1203616,8-X,mobile,8/19/2012,D,$23
1203617,V.N,mobile,3/5/2012,C,$15
1203618,T9:,online,12/3/2012,C,$10
1203619,E:7,mobile,3/28/2012,C,$38
1203620,-H3,branch,5/24/2013,D,$30
1203621,7CI,mobile,9/26/2013,D,$27
1203622,T4N,mobile,6/3/2013,C,$50
1203623,-24,mobile,12/19/2013,D,$39
1203624,OI2,online,8/4/2012,C,$14
1203625,51U,online,1/15/2012,C,$4
1203626,ENX,online,2/11/2014,D,$43
1203627,XXV,online,3/5/2014,C,$36
1203628,-YI,mobile,3/7/2013,D,$1
1203629,S7@,mobile,1/20/2013,C,$24
1203630,945,online,11/5/2012,C,$28
1203631,P-=,mobile,6/19/2013,C,$15
1203632,A5W,branch,5/18/2012,D,$23
1203633,/1D,mobile,9/21/2014,C,$45
1203634,0LG,mobile,1/5/2012,C,$35
1203635,;1F,online,11/14/2013,D,$50
1203636,2H<,mobile,6/2/2012,C,$33
1203637,SYI,branch,12/28/2014,D,$29
1203638,:AQ,mobile,3/8/2012,C,$6
1203639,D;X,mobile,7/4/2012,C,$45
1203640,QH9,mobile,8/15/2014,C,$16
1203641,XF0,online,9/23/2013,D,$28
1203642,@6.,online,4/6/2014,D,$11
1203643,;U:,online,11/15/2013,C,$6
1203644,9US,online,8/16/2012,D,$36
1203645,=U>,mobile,11/24/2012,C,$45
1203646,JL;,mobile,10/8/2014,C,$46
1203647,QTC,online,12/15/2012,D,$11
1203648,5.;,mobile,3/16/2013,C,$33
1203649,<HT,branch,12/16/2013,D,$10
1203650,5QK,mobile,4/6/2012,C,$12
1203651,;S4,mobile,7/14/2013,C,$4
1203652,VIG,mobile,4/4/2013,C,$32
1203653,Q2<,online,4/12/2014,D,$18
1203654,85K,online,1/18/2013,C,$43
1203655,HGJ,online,10/5/2012,C,$25
1203656,EI4,online,3/2/2013,D,$46
1203657,N2N,mobile,5/10/2013,C,$7
1203658,RA-,mobile,5/13/2014,D,$7
1203659,5=D,online,4/4/2012,C,$6
1203660,6HQ,mobile,12/22/2012,C,$13
1203661,CCS,branch,4/2/2013,C,$49
1203662,V0F,mobile,8/27/2012,D,$9
1203663,0W>,mobile,10/2/2013,D,$35
1203664,M>R,online,4/7/2013,C,$18
1203665,0DB,mobile,12/2/2013,D,$28
1203666,?9X,branch,5/7/2012,C,$26
1203667,QB4,mobile,11/24/2012,C,$8
1203668,;G3,mobile,12/20/2013,D,$34
1203669,OPJ,mobile,11/9/2013,C,$8
1203670,4:Y,online,2/12/2013,D,$2
1203671,S=X,online,12/7/2012,C,$44
1203672,DLT,online,9/2/2014,C,$33
1203673,.XU,online,5/6/2014,C,$13
1203674,Y3Q,mobile,4/22/2012,D,$29
1203675,0M5,mobile,10/27/2014,C,$14
1203676,6.E,online,1/8/2014,C,$34
1203677,0P6,mobile,3/26/2014,D,$7
1203678,/U/,branch,11/12/2014,C,$14
1203679,:KG,mobile,4/28/2012,D,$26
1203680,DNP,mobile,11/5/2014,C,$14
1203681,BIG,mobile,11/19/2012,C,$50
1203682,YJL,online,9/22/2012,C,$37
1203683,ODE,online,5/19/2013,D,$42
1203684,8JA,online,11/7/2013,D,$30
1203685,I/3,online,11/17/2014,C,$11
1203686,A:J,mobile,10/7/2014,D,$26
1203687,;T;,mobile,9/19/2014,C,$29
1203688,<26,online,8/7/2012,C,$10
1203689,6WJ,mobile,9/5/2014,D,$18
1203690,B8C,branch,11/22/2014,C,$21
1203691,=Z.,mobile,6/14/2014,D,$12
1203692,5UD,mobile,3/2/2012,C,$9
1203693,N/P,online,5/7/2014,C,$24
1203694,4Q3,mobile,5/5/2014,C,$13
1203695,5>K,branch,4/13/2014,D,$17
1203696,3R.,mobile,2/22/2014,C,$21
1203697,??.,mobile,8/25/2014,C,$15
1203698,:A9,mobile,12/7/2014,D,$8
1203699,:6<,online,4/2/2012,C,$16
1203700,KAH,online,4/26/2013,D,$23
1203701,X.S,online,7/9/2012,C,$37
1203702,ZPZ,online,3/18/2012,C,$18
1203703,4V1,mobile,4/10/2013,C,$21
1203704,WL2,mobile,9/8/2012,D,$22
1203705,8:Z,online,9/27/2014,D,$28
1203706,0DP,mobile,11/2/2013,C,$16
1203707,ZNW,branch,8/25/2013,D,$12
1203708,C1H,mobile,8/27/2012,C,$47
1203709,JFR,mobile,6/18/2012,C,$15
1203710,U9V,mobile,3/23/2014,D,$19
1203711,YM0,online,10/4/2014,C,$35
1203712,3RP,online,9/25/2014,D,$26
1203713,ZIQ,online,7/21/2014,C,$28
1203714,N72,online,6/19/2013,C,$45
1203715,?RV,mobile,11/12/2012,C,$44
1203716,HOS,mobile,5/15/2012,D,$50
1203717,SNB,online,11/27/2012,C,$42
1203718,9>2,mobile,10/23/2012,C,$33
1203719,HBL,branch,12/16/2012,D,$14
1203720,<QZ,mobile,3/4/2014,C,$35
1203721,LXQ,mobile,8/16/2012,D,$41
1203722,1C2,online,10/28/2012,C,$9
1203723,N>/,mobile,8/18/2013,C,$3
1203724,JMG,branch,6/15/2013,C,$3
1203725,=-/,mobile,9/10/2013,D,$13
1203726,NXL,mobile,6/7/2014,D,$24
1203727,ZLL,mobile,5/9/2014,C,$35
1203728,9LW,online,6/10/2013,D,$22
1203729,2Z;,online,10/17/2014,C,$22
1203730,W5U,online,8/21/2014,C,$40
1203731,/85,online,11/18/2014,D,$49
1203732,U0Y,mobile,5/24/2013,C,$2
1203733,62A,mobile,8/25/2014,D,$7
1203734,0K?,online,12/7/2014,C,$49
1203735,RM3,mobile,8/13/2012,C,$26
1203736,/HP,branch,5/8/2014,C,$25
1203737,POV,mobile,2/4/2013,D,$47
1203738,WE4,mobile,6/19/2012,C,$11
1203739,K:T,mobile,2/6/2013,C,$40
1203740,AH8,online,2/14/2013,D,$31
1203741,<BF,online,6/11/2012,C,$40
1203742,?>R,online,8/22/2014,D,$18
1203743,@.>,online,10/1/2014,C,$40
1203744,C=-,mobile,1/21/2014,C,$45
1203745,7?@,mobile,2/13/2014,C,$3
1203746,AMA,online,1/6/2013,D,$23
1203747,RED,mobile,8/15/2013,D,$5
1203748,->.,branch,8/9/2014,C,$45
1203749,2PC,mobile,7/11/2014,D,$24
1203750,F;R,mobile,3/1/2012,C,$19
1203751,<A>,online,10/3/2012,C,$5
1203752,2<=,mobile,4/23/2013,D,$39
1203753,19K,branch,8/5/2013,C,$33
1203754,.V0,mobile,8/26/2014,D,$9
1203755,5E@,mobile,9/17/2012,C,$42
1203756,HCK,mobile,9/10/2014,C,$4
1203757,T/;,online,12/13/2013,C,$17
1203758,QF4,online,1/5/2014,D,$32
1203759,OEJ,online,7/6/2012,C,$35
1203760,O;4,online,11/13/2014,C,$16
1203761,AY;,mobile,9/16/2014,D,$4
1203762,MJQ,mobile,1/8/2014,C,$3
1203763,3QR,online,8/18/2013,D,$26
1203764,3FT,mobile,12/20/2014,C,$9
1203765,J31,branch,6/7/2012,C,$18
1203766,:HA,mobile,3/27/2014,C,$46
1203767,I0P,mobile,4/21/2014,D,$8
1203768,S.9,mobile,6/16/2012,D,$33
1203769,H5E,online,8/13/2012,C,$17
1203770,U7T,online,1/7/2012,D,$5
1203771,UG<,online,2/5/2013,C,$39
1203772,E3Z,online,4/16/2013,C,$38
1203773,SPF,mobile,1/20/2014,D,$45
1203774,<<U,mobile,2/17/2012,C,$50
1203775,GQ<,online,7/28/2014,D,$5
1203776,I.;,mobile,10/16/2013,C,$50
1203777,9J.,branch,6/4/2012,C,$1
1203778,736,mobile,2/26/2014,C,$48
1203779,@@7,mobile,7/21/2012,D,$33
1203780,GJE,online,9/15/2014,C,$42
1203781,VP=,mobile,12/20/2012,C,$7
1203782,P.U,branch,2/5/2013,D,$8
1203783,N1U,mobile,6/7/2013,C,$28
1203784,8A6,mobile,7/28/2013,D,$34
1203785,CH-,mobile,6/2/2012,C,$10
1203786,QVA,online,1/1/2012,C,$24
1203787,3S8,online,2/5/2014,C,$41
1203788,LXD,online,1/20/2014,D,$26
1203789,5/-,online,5/20/2014,D,$49
1203790,2O1,mobile,9/22/2014,C,$33
1203791,K;8,mobile,1/25/2014,D,$7
1203792,G=T,online,1/22/2014,C,$34
1203793,YN9,mobile,4/10/2014,C,$49
1203794,:IZ,branch,1/25/2012,D,$43
1203795,/M2,mobile,2/4/2012,C,$11
1203796,TG0,mobile,4/9/2013,D,$18
1203797,:/<,mobile,10/8/2012,C,$22
1203798,/;H,online,6/9/2014,C,$35
1203799,8C1,online,7/15/2014,C,$1
1203800,Q8U,online,6/6/2014,D,$16
1203801,262,online,9/27/2012,C,$6
1203802,;WB,mobile,2/13/2012,C,$41
1203803,AO5,mobile,2/11/2014,D,$5
1203804,1AX,online,1/5/2014,C,$33
1203805,R9W,mobile,12/23/2013,D,$9
1203806,YN<,branch,3/28/2013,C,$42
1203807,AZW,mobile,3/15/2014,C,$10
1203808,914,mobile,12/20/2012,C,$19
1203809,0?H,online,6/19/2012,D,$9
1203810,4X.,mobile,5/26/2013,D,$6
1203811,?@X,branch,6/18/2012,C,$12
1203812,8<M,mobile,10/11/2013,D,$12
1203813,:0V,mobile,4/11/2014,C,$29
1203814,CRS,mobile,9/2/2014,C,$16
1203815,B>7,online,1/8/2014,D,$33
1203816,2<J,online,5/8/2013,C,$6
1203817,R5R,online,4/17/2012,D,$39
1203818,08<,online,9/27/2014,C,$47
1203819,8PI,mobile,10/18/2014,C,$34
1203820,/OZ,mobile,6/5/2014,C,$21
1203821,@8>,online,11/3/2014,D,$30
1203822,@I:,mobile,1/28/2014,C,$48
1203823,U5<,branch,1/4/2014,C,$11
1203824,XX?,mobile,3/11/2013,D,$17
1203825,VU7,mobile,5/15/2013,C,$13
1203826,G16,mobile,11/9/2014,D,$25
1203827,T-I,online,3/2/2012,C,$38
1203828,9BA,online,2/14/2012,C,$13
1203829,DRF,online,3/21/2012,C,$16
1203830,EK>,online,1/21/2014,D,$27
1203831,7N/,mobile,2/6/2014,D,$19
1203832,0R0,mobile,4/11/2012,C,$14
1203833,6:T,online,5/28/2014,D,$8
1203834,/YG,mobile,10/4/2013,C,$45
1203835,MNX,branch,4/10/2013,C,$30
1203836,D<4,mobile,4/27/2013,D,$23
1203837,HG:,mobile,2/11/2014,C,$43
1203838,;VJ,online,6/23/2012,D,$28
1203839,RC0,mobile,4/11/2012,C,$43
1203840,R/L,branch,1/13/2013,C,$31
1203841,05Y,mobile,8/5/2014,C,$7
1203842,;L<,mobile,8/10/2013,D,$28
1203843,SF-,mobile,4/17/2013,C,$21
1203844,/@J,online,1/15/2013,C,$16
1203845,;WY,online,8/12/2013,D,$33
1203846,JSH,online,10/9/2012,C,$38
1203847,/WF,online,10/25/2013,D,$11
1203848,TCW,mobile,7/14/2013,C,$27
1203849,3FS,mobile,3/7/2013,C,$27
1203850,.BD,online,1/14/2014,C,$22
1203851,>B9,mobile,5/27/2014,D,$25
1203852,EU5,branch,10/12/2012,D,$10
1203853,?V2,mobile,4/17/2013,C,$11
1203854,7US,mobile,10/11/2013,D,$1
1203855,QA:,mobile,2/22/2014,C,$5
1203856,I;M,online,12/25/2012,C,$33
1203857,EU:,online,4/21/2014,D,$32
1203858,H-0,online,12/1/2014,C,$10
1203859,0.-,online,1/20/2014,D,$10
1203860,/>;,mobile,11/26/2012,C,$46
1203861,YGW,mobile,11/17/2014,C,$4
1203862,>X9,online,6/12/2012,C,$20
1203863,XG.,mobile,9/13/2014,D,$42
1203864,WS-,branch,2/9/2013,C,$34
1203865,RHQ,mobile,11/7/2014,C,$49
1203866,IS-,mobile,9/23/2014,D,$15
1203867,SE6,online,10/17/2012,C,$48
1203868,Y1O,mobile,12/5/2012,D,$23
1203869,/W:,branch,5/12/2014,C,$24
1203870,K59,mobile,7/8/2012,C,$30
1203871,X8G,mobile,10/11/2012,C,$24
1203872,M;-,mobile,9/23/2012,D,$5
1203873,;Q1,online,1/2/2014,D,$25
1203874,:T.,online,2/9/2014,C,$16
1203875,;;1,online,11/11/2012,D,$9
1203876,5>0,online,8/7/2013,C,$23
1203877,P>I,mobile,5/15/2013,C,$2
1203878,C:.,mobile,12/19/2014,D,$33
1203879,T7X,online,3/13/2014,C,$30
1203880,XT<,mobile,5/7/2012,D,$32
1203881,-JE,branch,12/19/2013,C,$22
1203882,S0Q,mobile,6/16/2014,C,$32
1203883,A98,mobile,11/13/2013,C,$13
1203884,Y@Y,mobile,3/26/2014,D,$24
1203885,CML,online,11/23/2014,C,$17
1203886,PQ9,online,1/9/2012,C,$3
1203887,3U1,online,4/11/2012,D,$42
1203888,BNT,online,2/21/2014,C,$39
1203889,D09,mobile,8/27/2013,D,$2
1203890,MBD,mobile,2/8/2014,C,$40
1203891,HQ;,online,12/15/2013,C,$48
1203892,AD>,mobile,3/2/2014,C,$9
1203893,FR7,branch,7/14/2012,D,$28
1203894,4@W,mobile,2/6/2014,D,$16
1203895,1.3,mobile,7/25/2012,C,$14
1203896,FBD,online,7/5/2013,D,$18
1203897,AP@,mobile,5/5/2014,C,$32
1203898,JS;,branch,4/9/2013,C,$15
1203899,G03,mobile,4/20/2012,D,$29
1203900,FN@,mobile,11/25/2013,C,$46
1203901,WIA,mobile,6/6/2013,D,$3
1203902,1XD,online,10/21/2012,C,$28
1203903,RFY,online,5/5/2013,C,$45
1203904,ZBI,online,1/16/2012,C,$13
1203905,1?F,online,1/24/2013,D,$4
1203906,>L7,mobile,1/6/2012,C,$14
1203907,PI>,mobile,12/13/2013,C,$9
1203908,KJP,online,12/21/2014,D,$15
1203909,.G:,mobile,10/21/2012,C,$2
1203910,L-X,branch,4/4/2013,D,$37
1203911,X24,mobile,5/6/2013,C,$40
1203912,S@2,mobile,10/18/2013,C,$25
1203913,H@T,mobile,7/2/2014,C,$21
1203914,6D>,online,12/20/2012,D,$32
1203915,V4Y,online,7/11/2012,D,$44
1203916,38I,online,7/1/2013,C,$16
1203917,V0P,online,8/13/2014,D,$14
1203918,X9T,mobile,1/22/2012,C,$33
1203919,;MT,mobile,4/25/2014,C,$18
1203920,KA6,online,12/12/2014,D,$24
1203921,002,mobile,12/15/2013,C,$20
1203922,2JF,branch,9/18/2013,D,$17
1203923,ZBT,mobile,4/26/2012,C,$11
1203924,97Q,mobile,11/22/2014,C,$30
1203925,I1H,online,9/24/2012,C,$13
1203926,B5L,mobile,9/6/2014,D,$47
1203927,9DR,branch,9/16/2014,C,$45
1203928,N7A,mobile,12/6/2012,C,$7
1203929,7X6,mobile,12/25/2013,D,$9
1203930,4WX,mobile,6/20/2014,C,$14
1203931,HJ8,online,9/27/2013,D,$11
1203932,<:>,online,4/14/2014,C,$20
1203933,5<5,online,5/1/2014,C,$6
1203934,0I;,online,8/20/2012,C,$28
1203935,WWU,mobile,11/17/2014,D,$42
1203936,A?D,mobile,1/15/2012,D,$34
1203937,0BY,online,11/1/2012,C,$39
1203938,RGE,mobile,4/2/2014,D,$31
1203939,/MI,branch,5/11/2013,C,$45
1203940,M2W,mobile,7/26/2012,C,$15
1203941,CTT,mobile,3/9/2014,D,$11
1203942,ANB,mobile,9/22/2014,C,$23
1203943,L/N,online,11/28/2014,D,$47
1203944,RDE,online,11/11/2013,C,$30
1203945,QDU,online,7/1/2013,C,$43
1203946,UK.,online,10/20/2012,C,$21
1203947,PI6,mobile,9/25/2013,D,$46
1203948,HG;,mobile,9/28/2012,C,$20
1203949,:JV,online,11/17/2012,C,$35
1203950,0EV,mobile,9/14/2014,D,$46
1203951,C6C,branch,9/3/2014,C,$44
1203952,Q76,mobile,10/4/2014,D,$1
1203953,IJD,mobile,8/9/2012,C,$19
1203954,FFX,online,3/26/2013,C,$37
1203955,:II,mobile,4/17/2013,C,$15
1203956,4<1,branch,5/18/2012,D,$1
1203957,1:/,mobile,7/25/2014,D,$41
1203958,QK;,mobile,11/13/2012,C,$28
1203959,PD>,mobile,9/8/2014,D,$44
1203960,ZJH,online,12/14/2014,C,$21
1203961,.CF,online,9/2/2014,C,$9
1203962,8E3,online,11/8/2012,D,$28
1203963,?OT,online,1/20/2013,C,$28
1203964,Z57,mobile,2/3/2013,D,$19
1203965,.;P,mobile,6/13/2013,C,$2
1203966,YQD,online,3/15/2012,C,$49
1203967,4KC,mobile,11/12/2013,C,$5
1203968,X1@,branch,10/10/2012,D,$18
1203969,7SJ,mobile,3/12/2013,C,$27
1203970,NX:,mobile,6/11/2014,C,$11
1203971,6C:,mobile,12/3/2013,D,$4
1203972,>-5,online,6/24/2013,C,$17
1203973,-45,online,11/4/2012,D,$6
1203974,RML,online,4/22/2013,C,$35
1203975,GZR,online,5/28/2013,C,$12
1203976,<ID,mobile,3/3/2014,C,$35
1203977,WOE,mobile,1/13/2012,D,$42
1203978,:X=,online,8/19/2012,D,$43
1203979,T1.,mobile,2/11/2013,C,$1
1203980,FYG,branch,4/24/2014,D,$41
1203981,0=M,mobile,1/17/2014,C,$41
1203982,E>8,mobile,11/1/2012,C,$21
1203983,4UQ,online,1/3/2012,D,$19
1203984,-07,mobile,11/21/2013,C,$46
1203985,4=4,branch,10/11/2012,D,$17
1203986,Q6;,mobile,4/13/2012,C,$1
1203987,GSY,mobile,8/15/2013,C,$20
1203988,.0P,mobile,9/19/2014,C,$35
1203989,B2G,online,4/12/2014,D,$21
1203990,>W8,online,11/17/2012,C,$40
1203991,N7R,online,1/18/2012,C,$33
1203992,CO1,online,7/7/2014,D,$9
1203993,Q1L,mobile,2/22/2014,C,$47
1203994,DCM,mobile,4/2/2014,D,$19
1203995,/6M,online,11/9/2014,C,$3
1203996,-;U,mobile,4/20/2012,C,$38
1203997,=/C,branch,10/9/2013,C,$20
1203998,;>;,mobile,11/5/2012,D,$3
1203999,JS:,mobile,5/28/2014,D,$49
1204000,=V1,mobile,8/16/2012,C,$36
1204001,LB-,online,7/11/2014,D,$37
1204002,A/H,online,11/28/2012,C,$15
1204003,B33,online,4/8/2013,C,$7
1204004,ID7,online,6/5/2013,D,$25
1204005,Y@X,mobile,10/28/2012,C,$34
1204006,F=C,mobile,8/14/2014,D,$4
1204007,OXD,online,8/20/2012,C,$2
1204008,Q3W,mobile,9/11/2012,C,$47
1204009,B/Y,branch,2/14/2014,C,$45
1204010,PUV,mobile,3/1/2012,D,$25
1204011,1U?,mobile,12/1/2012,C,$16
1204012,47Z,online,8/2/2014,C,$30
1204013,B>>,mobile,5/16/2013,D,$8
1204014,INZ,branch,8/12/2013,C,$49
1204015,K2I,mobile,4/26/2014,D,$28
1204016,J6J,mobile,1/17/2013,C,$49
1204017,?:F,mobile,7/12/2012,C,$21
1204018,PR4,online,1/8/2014,C,$37
1204019,OD8,online,2/1/2014,D,$15
1204020,?QG,online,8/24/2014,D,$19
1204021,C7P,online,10/16/2012,C,$10
1204022,@2<,mobile,12/14/2012,D,$28
1204023,ZNA,mobile,8/21/2014,C,$27
1204024,F>P,online,12/28/2012,C,$45
1204025,82K,mobile,11/18/2012,D,$5
1204026,VTA,branch,10/23/2012,C,$36
